PacketID,SourceID,DestinationID,PathLength,Path
470,454,455,6,"454->8->7->9->37->455"
483,452,459,6,"452->10->9->11->39->459"
490,457,459,6,"457->0->2->4->31->459"
496,451,459,6,"451->3->2->4->32->459"
502,459,452,6,"459->11->10->12->40->452"
515,459,451,6,"459->0->2->4->31->451"
517,455,458,6,"455->0->2->4->31->458"
520,459,455,6,"459->0->2->4->31->455"
535,451,456,6,"451->14->13->15->43->456"
539,455,456,6,"455->8->7->9->37->456"
542,452,458,6,"452->6->5->7->35->458"
552,451,453,6,"451->11->10->12->40->453"
555,455,458,6,"455->5->4->6->34->458"
563,453,459,6,"453->6->5->7->35->459"
569,450,453,6,"450->6->5->7->35->453"
571,450,451,6,"450->11->10->12->40->451"
584,459,454,6,"459->7->6->8->36->454"
597,452,459,6,"452->9->8->10->38->459"
406,452,451,7,"452->11->10->12->40->41->451"
409,454,450,7,"454->2->1->29->30->58->450"
429,456,453,7,"456->0->2->4->31->33->453"
437,458,459,7,"458->2->1->29->30->58->459"
458,451,457,7,"451->0->2->4->31->33->457"
504,459,451,7,"459->0->2->4->31->33->451"
516,453,454,7,"453->5->4->6->34->35->454"
521,455,453,7,"455->10->9->11->39->41->453"
551,456,458,7,"456->6->5->7->35->36->458"
562,450,456,7,"450->4->3->5->33->35->456"
593,452,454,7,"452->0->2->4->31->33->454"
412,451,453,8,"451->2->1->29->30->58->59->453"
418,452,451,8,"452->11->10->12->40->42->44->451"
430,450,452,8,"450->2->1->29->56->54->52->452"
461,452,457,8,"452->15->14->16->44->46->48->457"
476,459,454,8,"459->6->5->7->35->36->63->454"
491,458,451,8,"458->0->2->4->31->33->35->451"
511,456,453,8,"456->13->12->14->42->43->70->453"
559,454,459,8,"454->6->5->7->35->36->63->459"
560,450,451,8,"450->0->2->4->31->33->35->451"
565,453,458,8,"453->11->10->12->40->42->44->458"
575,459,454,8,"459->0->2->4->31->33->35->454"
583,459,451,8,"459->0->2->4->31->33->35->451"
447,458,452,9,"458->0->2->4->31->33->35->37->452"
522,458,456,9,"458->2->1->29->56->55->53->52->456"
527,455,451,9,"455->7->6->8->36->37->64->66->451"
532,452,454,9,"452->0->2->4->31->33->35->37->454"
537,453,454,9,"453->1->2->4->31->33->35->37->454"
538,456,451,9,"456->6->5->7->35->36->63->62->451"
576,458,454,9,"458->6->5->7->35->36->63->65->454"
411,457,454,10,"457->13->12->14->42->44->46->47->49->454"
416,456,455,10,"456->0->2->4->31->33->35->37->64->455"
443,450,455,10,"450->0->2->4->31->33->35->37->39->455"
501,457,454,10,"457->0->2->4->31->33->35->37->39->454"
518,455,457,10,"455->0->2->4->31->33->35->37->64->457"
519,453,458,10,"453->0->2->4->31->33->35->37->64->458"
545,458,456,10,"458->3->2->4->32->33->60->89->117->456"
568,450,455,10,"450->0->2->4->31->33->35->37->39->455"
572,457,459,10,"457->12->11->13->41->42->69->68->67->459"
594,454,459,10,"454->2->1->29->30->58->59->89->117->459"
436,452,455,11,"452->9->8->10->38->40->42->44->71->100->455"
456,450,456,11,"450->7->6->8->36->37->64->91->90->147->456"
486,456,451,11,"456->8->7->9->37->39->41->42->44->72->451"
541,452,459,11,"452->6->5->7->35->36->63->90->60->33->459"
474,452,451,12,"452->2->1->29->56->55->53->52->54->220->218->451"
481,456,452,12,"456->0->2->4->31->33->35->37->39->66->67->452"
507,450,456,12,"450->0->2->4->31->33->35->37->39->67->97->456"
587,459,455,12,"459->0->2->4->31->33->35->37->39->66->96->455"
524,453,456,13,"453->13->12->14->42->44->46->47->49->77->78->244->456"
463,458,454,14,"458->7->6->8->36->38->40->42->69->68->96->97->99->454"
488,453,451,14,"453->13->12->14->42->44->46->47->49->77->107->105->104->451"
495,452,455,14,"452->10->9->11->39->40->67->66->65->94->290->262->292->455"
582,459,454,14,"459->2->1->29->56->55->54->81->108->109->138->168->334->454"
457,459,452,15,"459->3->2->4->32->33->60->88->59->86->84->113->85->279->452"
466,458,454,18,"458->0->2->4->31->33->35->37->39->67->97->68->98->100->72->213->243->454"
509,459,454,18,"459->14->13->15->43->44->71->70->68->95->96->65->64->120->122->373->315->454"
432,456,455,20,"456->10->9->11->39->40->67->94->38->263->264->266->268->154->123->96->323->350->349->455"
