PacketID,SourceID,DestinationID,PathLength,Path
793,452,451,6,"452->162->385->357->52->451"
799,454,451,6,"454->42->408->208->177->451"
620,458,454,7,"458->162->104->162->303->363->454"
621,456,457,7,"456->177->146->145->397->203->457"
688,451,450,7,"451->177->345->62->368->3->450"
693,457,454,7,"457->402->205->177->178->177->454"
698,453,451,7,"453->342->116->87->201->116->451"
702,458,454,7,"458->177->429->402->375->402->454"
703,450,458,7,"450->282->223->224->282->223->458"
707,450,455,7,"450->282->198->225->82->415->455"
714,452,456,7,"452->282->312->342->203->145->456"
743,456,450,7,"456->162->222->307->276->307->450"
761,454,456,7,"454->357->24->26->27->166->456"
780,453,459,7,"453->402->236->177->120->177->459"
792,456,457,7,"456->162->131->19->162->419->457"
794,450,451,7,"450->342->311->342->119->177->451"
607,450,454,8,"450->342->170->448->27->115->87->454"
678,456,450,8,"456->162->222->193->162->193->224->450"
709,456,458,8,"456->162->193->162->102->104->162->458"
732,459,453,8,"459->282->284->342->373->402->97->453"
754,458,453,8,"458->342->340->342->311->342->373->453"
762,454,452,8,"454->177->204->177->5->177->265->452"
768,450,458,8,"450->282->223->282->115->87->142->458"
797,453,459,8,"453->162->332->27->446->169->339->459"
634,459,451,9,"459->27->392->29->27->420->27->169->451"
666,456,459,9,"456->177->232->320->232->345->402->342->459"
670,457,459,9,"457->357->412->410->102->384->357->326->459"
715,456,452,9,"456->177->204->177->3->5->177->30->452"
777,457,454,9,"457->162->107->76->135->162->189->162->454"
789,453,459,9,"453->342->370->342->149->177->92->37->459"
686,454,453,10,"454->282->251->282->253->282->227->342->88->453"
705,452,453,10,"452->402->7->398->36->291->231->229->4->453"
712,456,457,10,"456->177->146->177->179->177->148->177->148->457"
742,457,453,10,"457->402->259->399->342->91->342->230->257->453"
748,455,452,10,"455->177->179->177->146->177->92->177->321->452"
753,454,456,10,"454->162->335->304->335->27->417->22->412->456"
758,457,450,10,"457->402->151->405->125->41->42->293->41->450"
781,450,454,10,"450->342->226->196->227->88->87->27->281->454"
616,452,457,11,"452->342->169->283->342->369->342->287->402->69->457"
778,452,450,11,"452->282->342->369->342->400->402->343->5->91->450"
644,459,450,12,"459->177->118->317->200->317->402->429->402->235->10->450"
659,458,455,12,"458->162->445->417->419->27->392->27->277->250->222->455"
722,454,451,12,"454->357->388->274->27->305->303->305->27->143->58->451"
783,452,454,12,"452->402->433->431->402->375->402->7->177->2->423->454"
791,454,459,12,"454->402->342->372->402->375->402->202->171->391->137->459"
796,457,456,12,"457->402->433->233->202->57->27->87->30->87->30->456"
627,454,457,13,"454->177->147->177->146->177->208->177->117->87->117->87->457"
770,451,453,13,"451->162->221->162->193->166->80->138->282->313->342->91->453"
699,453,458,14,"453->342->399->342->65->342->230->232->230->86->27->58->27->458"
601,455,457,17,"455->162->193->195->282->309->282->309->282->342->401->402->209->237->239->237->457"
